,sampleId,sampCountry,origCountry,productCode,efsaProductCode,productTreat,progType,pesticideCode,resVal,fatPerc,resType,year
3825,D2E780B198C7D6A84A10780D1E28E822,CZ,CZ,P1020010A,A.01.000953,T134A,K018A,RF-0295-001-PPP,0.01,,LOQ,2011
3826,D2E780B198C7D6A84A10780D1E28E822,CZ,CZ,P1020010A,A.01.000953,T134A,K018A,RF-0156-001-PPP,0.0002,,LOQ,2011
3827,6353212A78964A370C828385D0E6AE29,CZ,CZ,P1020010A,A.01.001054,T134A,K018A,RF-0087-001-PPP,0.002,13.53,LOQ,2011
3828,6353212A78964A370C828385D0E6AE29,CZ,CZ,P1020010A,A.01.001054,T134A,K018A,RF-0328-003-PPP,0.02,13.53,LOQ,2011
3829,6353212A78964A370C828385D0E6AE29,CZ,CZ,P1020010A,A.01.001054,T134A,K018A,RF-0082-001-PPP,0.03,13.53,LOQ,2011
3830,9C546FD6EEF9033680D7D88C330AF075,CZ,CZ,P1020010A,A.01.001029,T134A,K018A,RF-0032-001-PPP,0.01,3.8,LOQ,2011
3831,6353212A78964A370C828385D0E6AE29,CZ,CZ,P1020010A,A.01.001054,T134A,K018A,RF-0327-001-PPP,0.02,13.53,LOQ,2011
3832,9C546FD6EEF9033680D7D88C330AF075,CZ,CZ,P1020010A,A.01.001029,T134A,K018A,RF-0263-001-PPP,0.001,3.8,LOQ,2011
3833,9C546FD6EEF9033680D7D88C330AF075,CZ,CZ,P1020010A,A.01.001029,T134A,K018A,RF-0059-001-PPP,0.002,3.8,LOQ,2011
3834,9C546FD6EEF9033680D7D88C330AF075,CZ,CZ,P1020010A,A.01.001029,T134A,K018A,RF-0119-001-PPP,0.023,3.8,VAL,2011
3835,3EB99079B6725C1000987DF2738E6309,CZ,CZ,P1020010A,A.01.001348,T134A,K018A,RF-0032-001-PPP,0.01,82.0,LOQ,2011
3836,3EB99079B6725C1000987DF2738E6309,CZ,CZ,P1020010A,A.01.001348,T134A,K018A,RF-0263-001-PPP,0.001,82.0,LOQ,2011
3837,3EB99079B6725C1000987DF2738E6309,CZ,CZ,P1020010A,A.01.001348,T134A,K018A,RF-0059-001-PPP,0.002,82.0,LOQ,2011
3838,3EB99079B6725C1000987DF2738E6309,CZ,CZ,P1020010A,A.01.001348,T134A,K018A,RF-0432-001-PPP,0.01,82.0,LOQ,2011
3839,3EB99079B6725C1000987DF2738E6309,CZ,CZ,P1020010A,A.01.001348,T134A,K018A,RF-0119-001-PPP,0.018,82.0,VAL,2011
3840,3EB99079B6725C1000987DF2738E6309,CZ,CZ,P1020010A,A.01.001348,T134A,K018A,RF-0406-001-PPP,0.03,82.0,LOQ,2011
3841,9C546FD6EEF9033680D7D88C330AF075,CZ,CZ,P1020010A,A.01.001029,T134A,K018A,RF-0406-001-PPP,0.03,3.8,LOQ,2011
3842,9C546FD6EEF9033680D7D88C330AF075,CZ,CZ,P1020010A,A.01.001029,T134A,K018A,RF-0432-001-PPP,0.01,3.8,LOQ,2011
3843,9C546FD6EEF9033680D7D88C330AF075,CZ,CZ,P1020010A,A.01.001029,T134A,K018A,RF-0011-001-PPP,0.005,3.8,LOQ,2011
3844,9C546FD6EEF9033680D7D88C330AF075,CZ,CZ,P1020010A,A.01.001029,T134A,K018A,RF-0238-001-PPP,0.002,3.8,LOQ,2011
3845,9C546FD6EEF9033680D7D88C330AF075,CZ,CZ,P1020010A,A.01.001029,T134A,K018A,RF-0075-002-PPP,0.001,3.8,LOQ,2011
3846,9C546FD6EEF9033680D7D88C330AF075,CZ,CZ,P1020010A,A.01.001029,T134A,K018A,RF-0155-001-PPP,0.001,3.8,LOQ,2011
3847,9C546FD6EEF9033680D7D88C330AF075,CZ,CZ,P1020010A,A.01.001029,T134A,K018A,RF-0187-006-PPP,0.01,3.8,LOQ,2011
3848,9C546FD6EEF9033680D7D88C330AF075,CZ,CZ,P1020010A,A.01.001029,T134A,K018A,RF-0108-003-PPP,0.005,3.8,LOQ,2011
3849,9C546FD6EEF9033680D7D88C330AF075,CZ,CZ,P1020010A,A.01.001029,T134A,K018A,RF-0239-002-PPP,0.002,3.8,LOQ,2011
3850,9C546FD6EEF9033680D7D88C330AF075,CZ,CZ,P1020010A,A.01.001029,T134A,K018A,RF-0237-001-PPP,0.012,3.8,VAL,2011
3851,9C546FD6EEF9033680D7D88C330AF075,CZ,CZ,P1020010A,A.01.001029,T134A,K018A,RF-0842-001-PPP,0.01,3.8,LOQ,2011
3852,66B8D2FAAFE5920952CB40EED71652F9,CZ,CZ,P1020010A,A.01.001040,T134A,K018A,RF-0059-001-PPP,0.002,1.51,LOQ,2011
3853,66B8D2FAAFE5920952CB40EED71652F9,CZ,CZ,P1020010A,A.01.001040,T134A,K018A,RF-0032-001-PPP,0.01,1.51,LOQ,2011
3854,66B8D2FAAFE5920952CB40EED71652F9,CZ,CZ,P1020010A,A.01.001040,T134A,K018A,RF-0263-001-PPP,0.001,1.51,LOQ,2011
3855,D2E780B198C7D6A84A10780D1E28E822,CZ,CZ,P1020010A,A.01.000953,T134A,K018A,RF-0351-001-PPP,0.02,,LOQ,2011
3856,D2E780B198C7D6A84A10780D1E28E822,CZ,CZ,P1020010A,A.01.000953,T134A,K018A,RF-0690-002-PPP,0.005,,LOQ,2011
3857,D2E780B198C7D6A84A10780D1E28E822,CZ,CZ,P1020010A,A.01.000953,T134A,K018A,RF-0385-001-PPP,0.01,,LOQ,2011
3858,D2E780B198C7D6A84A10780D1E28E822,CZ,CZ,P1020010A,A.01.000953,T134A,K018A,RF-0383-002-PPP,0.01,,LOQ,2011
3859,D2E780B198C7D6A84A10780D1E28E822,CZ,CZ,P1020010A,A.01.000953,T134A,K018A,RF-0088-001-PPP,0.004,,LOQ,2011
3860,D2E780B198C7D6A84A10780D1E28E822,CZ,CZ,P1020010A,A.01.000953,T134A,K018A,RF-0112-001-PPP,0.005,,LOQ,2011
3861,D2E780B198C7D6A84A10780D1E28E822,CZ,CZ,P1020010A,A.01.000953,T134A,K018A,RF-0120-001-PPP,0.005,,LOQ,2011
3862,D2E780B198C7D6A84A10780D1E28E822,CZ,CZ,P1020010A,A.01.000953,T134A,K018A,RF-0290-001-PPP,0.02,,LOQ,2011
3863,D2E780B198C7D6A84A10780D1E28E822,CZ,CZ,P1020010A,A.01.000953,T134A,K018A,RF-0373-001-PPP,0.02,,LOQ,2011
3864,E7DA8F12518246A7D5E11AADCD7EFA3A,CZ,CZ,P1020010A,A.01.000953,T134A,K018A,RF-0032-001-PPP,0.01,,LOQ,2011
3865,E7DA8F12518246A7D5E11AADCD7EFA3A,CZ,CZ,P1020010A,A.01.000953,T134A,K018A,RF-0263-001-PPP,0.001,,LOQ,2011
3866,E7DA8F12518246A7D5E11AADCD7EFA3A,CZ,CZ,P1020010A,A.01.000953,T134A,K018A,RF-0059-001-PPP,0.002,,LOQ,2011
3867,E7DA8F12518246A7D5E11AADCD7EFA3A,CZ,CZ,P1020010A,A.01.000953,T134A,K018A,RF-0119-001-PPP,0.001,,LOQ,2011
3868,3EB99079B6725C1000987DF2738E6309,CZ,CZ,P1020010A,A.01.001348,T134A,K018A,RF-0238-001-PPP,0.002,82.0,LOQ,2011
3869,3EB99079B6725C1000987DF2738E6309,CZ,CZ,P1020010A,A.01.001348,T134A,K018A,RF-0155-001-PPP,0.001,82.0,LOQ,2011
3870,3EB99079B6725C1000987DF2738E6309,CZ,CZ,P1020010A,A.01.001348,T134A,K018A,RF-0011-001-PPP,0.005,82.0,LOQ,2011
3871,3EB99079B6725C1000987DF2738E6309,CZ,CZ,P1020010A,A.01.001348,T134A,K018A,RF-0108-003-PPP,0.005,82.0,LOQ,2011
3872,3EB99079B6725C1000987DF2738E6309,CZ,CZ,P1020010A,A.01.001348,T134A,K018A,RF-0075-002-PPP,0.001,82.0,LOQ,2011
3873,3EB99079B6725C1000987DF2738E6309,CZ,CZ,P1020010A,A.01.001348,T134A,K018A,RF-0187-006-PPP,0.01,82.0,LOQ,2011
3874,66B8D2FAAFE5920952CB40EED71652F9,CZ,CZ,P1020010A,A.01.001040,T134A,K018A,RF-0119-001-PPP,0.026,1.51,VAL,2011
3875,66B8D2FAAFE5920952CB40EED71652F9,CZ,CZ,P1020010A,A.01.001040,T134A,K018A,RF-0406-001-PPP,0.03,1.51,LOQ,2011
3876,66B8D2FAAFE5920952CB40EED71652F9,CZ,CZ,P1020010A,A.01.001040,T134A,K018A,RF-0432-001-PPP,0.01,1.51,LOQ,2011
3877,66B8D2FAAFE5920952CB40EED71652F9,CZ,CZ,P1020010A,A.01.001040,T134A,K018A,RF-0011-001-PPP,0.005,1.51,LOQ,2011
3878,66B8D2FAAFE5920952CB40EED71652F9,CZ,CZ,P1020010A,A.01.001040,T134A,K018A,RF-0238-001-PPP,0.002,1.51,LOQ,2011
3879,66B8D2FAAFE5920952CB40EED71652F9,CZ,CZ,P1020010A,A.01.001040,T134A,K018A,RF-0075-002-PPP,0.001,1.51,LOQ,2011
3880,66B8D2FAAFE5920952CB40EED71652F9,CZ,CZ,P1020010A,A.01.001040,T134A,K018A,RF-0155-001-PPP,0.001,1.51,LOQ,2011
3881,DCC5A193E0243FC0FCF7D5AC453A56B1,CZ,CZ,P1020010A,A.01.000953,T134A,K018A,RF-0155-001-PPP,0.001,,LOQ,2011
3882,DCC5A193E0243FC0FCF7D5AC453A56B1,CZ,CZ,P1020010A,A.01.000953,T134A,K018A,RF-0011-001-PPP,0.005,,LOQ,2011
3883,DCC5A193E0243FC0FCF7D5AC453A56B1,CZ,CZ,P1020010A,A.01.000953,T134A,K018A,RF-0108-003-PPP,0.005,,LOQ,2011
3884,DCC5A193E0243FC0FCF7D5AC453A56B1,CZ,CZ,P1020010A,A.01.000953,T134A,K018A,RF-0075-002-PPP,0.001,,LOQ,2011
3885,DCC5A193E0243FC0FCF7D5AC453A56B1,CZ,CZ,P1020010A,A.01.000953,T134A,K018A,RF-0237-001-PPP,0.001,,LOQ,2011
3886,DCC5A193E0243FC0FCF7D5AC453A56B1,CZ,CZ,P1020010A,A.01.000953,T134A,K018A,RF-0187-006-PPP,0.01,,LOQ,2011
