,sampCountry,year,tag,num_samples,above_mrl_samples,above_mrl_mean,above_mrl_std,between_loq_and_mrl_samples,between_loq_and_mrl_mean,between_loq_and_mrl_std
17274,HU,2023,Imidacloprid,18,18.0,0.01,0.0,0.0,0.0,0.0
17276,HU,2023,Ipconazole,18,18.0,0.01,0.0,0.0,0.0,0.0
17277,HU,2023,Iprodione,18,18.0,0.01,0.0,0.0,0.0,0.0
17278,HU,2023,Iprovalicarb,18,18.0,0.01,0.0,0.0,0.0,0.0
17281,HU,2023,Isofenphos,18,18.0,0.01,0.0,0.0,0.0,0.0
17282,HU,2023,Isofenphos-methyl,18,18.0,0.01,0.0,0.0,0.0,0.0
17283,HU,2023,Isoprocarb,18,18.0,0.01,0.0,0.0,0.0,0.0
17284,HU,2023,Isoprothiolane,18,18.0,0.01,0.0,0.0,0.0,0.0
17285,HU,2023,Isoproturon,18,18.0,0.01,0.0,0.0,0.0,0.0
17286,HU,2023,Isopyrazam (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
17287,HU,2023,Isoxadifen-ethyl,18,18.0,0.01,0.0,0.0,0.0,0.0
17290,HU,2023,Lenacil,18,18.0,0.01,0.0,0.0,0.0,0.0
17292,HU,2023,Linuron,18,18.0,0.01,0.0,0.0,0.0,0.0
17293,HU,2023,Lufenuron (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
17294,HU,2023,Malathion (sum),18,18.0,0.0067,0.0024,0.0,0.0,0.0
17295,HU,2023,Mandipropamid (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
17296,HU,2023,Mecarbam,18,18.0,0.01,0.0,0.0,0.0,0.0
17297,HU,2023,Mepanipyrim,18,18.0,0.01,0.0,0.0,0.0,0.0
17298,HU,2023,Mepronil,18,18.0,0.01,0.0,0.0,0.0,0.0
17299,HU,2023,Metaflumizone (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
17300,HU,2023,Metalaxyl and metalaxyl-M (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
17301,HU,2023,Metaldehyde,18,18.0,0.01,0.0,0.0,0.0,0.0
17302,HU,2023,Metamitron,18,18.0,0.01,0.0,0.0,0.0,0.0
17303,HU,2023,Metazachlor,18,18.0,0.01,0.0,0.0,0.0,0.0
17304,HU,2023,Metconazole (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
17305,HU,2023,Methamidophos,18,18.0,0.01,0.0,0.0,0.0,0.0
17306,HU,2023,Methidathion,18,0.0,0.0,0.0,18.0,0.01,0.0
17307,HU,2023,Methiocarb (sum),18,18.0,0.0145,0.0078,0.0,0.0,0.0
17308,HU,2023,Methomyl and Thiodicarb (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
17310,HU,2023,Methoxyfenozide,18,18.0,0.01,0.0,0.0,0.0,0.0
17311,HU,2023,Metobromuron,18,18.0,0.01,0.0,0.0,0.0,0.0
17312,HU,2023,Metolachlor and S-metolachlor (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
17313,HU,2023,Metoxuron,18,18.0,0.01,0.0,0.0,0.0,0.0
17315,HU,2023,Metribuzin,18,18.0,0.01,0.0,18.0,0.01,0.0
17316,HU,2023,Mevinphos (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
17317,HU,2023,Molinate,18,18.0,0.01,0.0,0.0,0.0,0.0
17318,HU,2023,Monocrotophos,18,18.0,0.01,0.0,0.0,0.0,0.0
17319,HU,2023,Monolinuron,18,18.0,0.01,0.0,0.0,0.0,0.0
17321,HU,2023,Napropamide (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
17322,HU,2023,Nitenpyram,18,18.0,0.01,0.0,0.0,0.0,0.0
17324,HU,2023,Nuarimol,18,18.0,0.01,0.0,0.0,0.0,0.0
17325,HU,2023,Ofurace,18,18.0,0.01,0.0,0.0,0.0,0.0
17326,HU,2023,Oxadiazon,18,18.0,0.01,0.0,0.0,0.0,0.0
17327,HU,2023,Oxadixyl,18,18.0,0.01,0.0,0.0,0.0,0.0
17328,HU,2023,Oxamyl,18,18.0,0.01,0.0,0.0,0.0,0.0
17329,HU,2023,Oxycarboxin,18,18.0,0.01,0.0,0.0,0.0,0.0
17331,HU,2023,Oxydemeton-methyl (sum),18,18.0,0.0111,0.003,0.0,0.0,0.0
17332,HU,2023,Oxyfluorfen,18,18.0,0.01,0.0,0.0,0.0,0.0
17333,HU,2023,Paclobutrazol (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
17334,HU,2023,Paraoxon,18,18.0,0.01,0.0,0.0,0.0,0.0
17337,HU,2023,Penconazole (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
17338,HU,2023,Pencycuron,18,18.0,0.01,0.0,0.0,0.0,0.0
17339,HU,2023,Pendimethalin,18,0.0,0.0,0.0,18.0,0.01,0.0
17340,HU,2023,Penflufen (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
17341,HU,2023,Penthiopyrad,18,18.0,0.01,0.0,0.0,0.0,0.0
17343,HU,2023,Pethoxamid,18,18.0,0.01,0.0,0.0,0.0,0.0
17344,HU,2023,Phenmedipham,18,18.0,0.01,0.0,0.0,0.0,0.0
17345,HU,2023,Phenthoate,18,18.0,0.01,0.0,0.0,0.0,0.0
17346,HU,2023,Phorate (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
17347,HU,2023,Phosalone,18,18.0,0.01,0.0,0.0,0.0,0.0
17349,HU,2023,Phosphamidon,18,18.0,0.01,0.0,0.0,0.0,0.0
17350,HU,2023,Phoxim,18,18.0,0.01,0.0,0.0,0.0,0.0
17351,HU,2023,Picolinafen,18,18.0,0.01,0.0,0.0,0.0,0.0
17352,HU,2023,Picoxystrobin,18,18.0,0.01,0.0,0.0,0.0,0.0
17353,HU,2023,Piperonyl Butoxide,18,18.0,0.01,0.0,0.0,0.0,0.0
17354,HU,2023,Pirimicarb (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
17355,HU,2023,Pirimiphos-Ethyl,18,18.0,0.01,0.0,0.0,0.0,0.0
17356,HU,2023,Pirimiphos-methyl (sum),18,0.0,0.0,0.0,18.0,0.01,0.0
17357,HU,2023,Prochloraz (sum),18,0.0,0.0,0.0,18.0,0.01,0.0
17359,HU,2023,Profenofos,18,0.0,0.0,0.0,18.0,0.01,0.0
17360,HU,2023,Prometryn,18,18.0,0.01,0.0,0.0,0.0,0.0
17361,HU,2023,Propachlor (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
17362,HU,2023,Propaquizafop,18,18.0,0.01,0.0,0.0,0.0,0.0
17363,HU,2023,Propargite,18,18.0,0.01,0.0,0.0,0.0,0.0
17364,HU,2023,Propazine,18,18.0,0.01,0.0,0.0,0.0,0.0
17365,HU,2023,Propetamphos,18,18.0,0.01,0.0,0.0,0.0,0.0
17366,HU,2023,Propham,18,18.0,0.01,0.0,0.0,0.0,0.0
17367,HU,2023,Propiconazole (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
17368,HU,2023,Propisochlor,18,18.0,0.01,0.0,0.0,0.0,0.0
17369,HU,2023,Propoxur,18,18.0,0.01,0.0,0.0,0.0,0.0
17370,HU,2023,Propyzamide (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
17371,HU,2023,Proquinazid (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
17372,HU,2023,Prosulfocarb,18,18.0,0.01,0.0,0.0,0.0,0.0
17373,HU,2023,Prosulfuron,18,18.0,0.01,0.0,0.0,0.0,0.0
17374,HU,2023,Prothioconazole (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
17376,HU,2023,Pymetrozine,18,18.0,0.01,0.0,0.0,0.0,0.0
17377,HU,2023,Pyraclostrobin,18,18.0,0.01,0.0,0.0,0.0,0.0
17378,HU,2023,Pyrazophos,18,0.0,0.0,0.0,18.0,0.01,0.0
17379,HU,2023,Pyrethrins,18,18.0,0.01,0.0,0.0,0.0,0.0
17381,HU,2023,Pyridalyl,18,18.0,0.01,0.0,0.0,0.0,0.0
17382,HU,2023,Pyridaphenthion,18,18.0,0.01,0.0,0.0,0.0,0.0
17383,HU,2023,Pyrifenox,18,18.0,0.01,0.0,0.0,0.0,0.0
17384,HU,2023,Pyrimethanil,18,18.0,0.01,0.0,0.0,0.0,0.0
17385,HU,2023,Pyriofenone,18,18.0,0.01,0.0,0.0,0.0,0.0
17386,HU,2023,Pyriproxyfen,18,18.0,0.01,0.0,0.0,0.0,0.0
17387,HU,2023,Quinalphos,18,18.0,0.01,0.0,0.0,0.0,0.0
17388,HU,2023,Quinoclamine,18,18.0,0.01,0.0,0.0,0.0,0.0
17389,HU,2023,Quinoxyfen,18,18.0,0.01,0.0,0.0,0.0,0.0
17392,HU,2023,Rotenone,18,18.0,0.01,0.0,0.0,0.0,0.0
17393,HU,2023,Secbumeton,18,18.0,0.01,0.0,0.0,0.0,0.0
17394,HU,2023,Silthiofam,18,18.0,0.01,0.0,0.0,0.0,0.0
17395,HU,2023,Simazine,18,18.0,0.01,0.0,0.0,0.0,0.0
17396,HU,2023,Simetryn,18,18.0,0.01,0.0,0.0,0.0,0.0
17397,HU,2023,Spinetoram (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
17398,HU,2023,Spinosad (sum),18,18.0,0.0133,0.0048,0.0,0.0,0.0
17399,HU,2023,Spiromesifen,18,18.0,0.01,0.0,0.0,0.0,0.0
17400,HU,2023,Spirotetramat (sum),18,18.0,0.0051,0.0014,0.0,0.0,0.0
17401,HU,2023,Sulfotep,18,18.0,0.01,0.0,0.0,0.0,0.0
17402,HU,2023,Sulfoxaflor (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
17403,HU,2023,Tebuconazole (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
17404,HU,2023,Tebufenozide,18,18.0,0.01,0.0,0.0,0.0,0.0
17406,HU,2023,Teflubenzuron,18,18.0,0.01,0.0,0.0,0.0,0.0
17408,HU,2023,Terbacil,18,18.0,0.01,0.0,0.0,0.0,0.0
17409,HU,2023,Terbufos (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
17410,HU,2023,Terbumeton,18,18.0,0.01,0.0,0.0,0.0,0.0
17411,HU,2023,Terbuthylazine,18,18.0,0.01,0.0,0.0,0.0,0.0
17412,HU,2023,Terbutryn,18,18.0,0.01,0.0,0.0,0.0,0.0
17413,HU,2023,Tetrachlorvinphos,18,18.0,0.01,0.0,0.0,0.0,0.0
17416,HU,2023,Thiabendazole,18,18.0,0.01,0.0,0.0,0.0,0.0
17417,HU,2023,Thiacloprid,18,18.0,0.01,0.0,0.0,0.0,0.0
17418,HU,2023,Thiamethoxam (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
17419,HU,2023,Thiencarbazone-methyl,18,18.0,0.01,0.0,0.0,0.0,0.0
17420,HU,2023,Thiometon,18,18.0,0.01,0.0,0.0,0.0,0.0
17421,HU,2023,Tolclofos-methyl,18,18.0,0.01,0.0,0.0,0.0,0.0
17422,HU,2023,Tolylfluanid (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
17423,HU,2023,Tri-allate,18,18.0,0.01,0.0,0.0,0.0,0.0
17424,HU,2023,Triadimefon and triadimenol (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
17425,HU,2023,Triadimenol (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
17427,HU,2023,Trichlorfon,18,18.0,0.01,0.0,0.0,0.0,0.0
17429,HU,2023,Tricyclazole,18,18.0,0.01,0.0,0.0,0.0,0.0
17430,HU,2023,Trifloxystrobin,18,18.0,0.01,0.0,0.0,0.0,0.0
17431,HU,2023,Triflumizole (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
17432,HU,2023,Triflumuron,18,18.0,0.01,0.0,0.0,0.0,0.0
17434,HU,2023,Triforine,18,18.0,0.01,0.0,0.0,0.0,0.0
17435,HU,2023,Triticonazole,18,18.0,0.01,0.0,0.0,0.0,0.0
17436,HU,2023,Vamidothion (sum),18,18.0,0.01,0.0,0.0,0.0,0.0
17438,HU,2023,Zoxamide,18,18.0,0.01,0.0,0.0,0.0,0.0
17150,HU,2023,Bixafen (sum),17,0.0,0.0,0.0,17.0,0.01,0.0
17186,HU,2023,Cyprodinil (sum),17,17.0,0.01,0.0,0.0,0.0,0.0
17253,HU,2023,Flusilazole (sum),17,0.0,0.0,0.0,17.0,0.01,0.0
17348,HU,2023,Phosmet (sum),14,14.0,0.01,0.0,0.0,0.0,0.0
17288,HU,2023,Isoxaflutole (sum),6,6.0,0.01,0.0,0.0,0.0,0.0
17215,HU,2023,Endrin aldehyde,1,1.0,0.005,0.0,0.0,0.0,0.0
17428,HU,2023,"Trichlorophenol, 2,4,6-",1,1.0,0.01,0.0,0.0,0.0,0.0
17458,IE,2011,Bifenthrin (sum),59,0.0,0.0,0.0,1.0,0.005,0.0
17611,IE,2011,Iprovalicarb,59,1.0,0.024,0.0,0.0,0.0,0.0
17622,IE,2011,Lambda-Cyhalothrin (sum),59,1.0,0.018,0.0,0.0,0.0,0.0
19318,IE,2016,"2,4-D",84,1.0,0.29,0.0,0.0,0.0,0.0
19559,IE,2016,MCPA and MCPB (sum),84,1.0,0.39,0.0,0.0,0.0,0.0
19563,IE,2016,Mecoprop (sum),84,1.0,0.35,0.0,0.0,0.0,0.0
19758,IE,2017,Benzalkonium chloride,64,2.0,0.191,0.0721,0.0,0.0,0.0
21001,IE,2021,Chlorate,45,0.0,0.0,0.0,25.0,0.0342,0.0154
21407,IE,2022,Chlorate,71,0.0,0.0,0.0,3.0,0.0221,0.0117
21546,IE,2022,Fosetyl-Al (sum),71,2.0,0.029,0.0198,0.0,0.0,0.0
21814,IE,2023,Chlorate,81,2.0,0.22,0.0,0.0,0.0,0.0
21954,IE,2023,Fosetyl-Al (sum),80,1.0,0.047,0.0,0.0,0.0,0.0
22363,IE,2024,Fosetyl-Al (sum),77,1.0,0.08,0.0,0.0,0.0,0.0
23589,IT,2016,BAC 12,10,0.0,0.0,0.0,4.0,0.0365,0.0359
23590,IT,2016,BAC 14,10,0.0,0.0,0.0,3.0,0.0337,0.0176
23593,IT,2016,Benzalkonium chloride,4,0.0,0.0,0.0,1.0,0.012,0.0
23851,IT,2017,BAC 12,15,0.0,0.0,0.0,4.0,0.0128,0.0019
24652,IT,2022,2-phenylphenol (sum),38,0.0,0.0,0.0,2.0,0.0055,0.0021
24859,IT,2022,Piperonyl Butoxide,13,1.0,0.002,0.0,0.0,0.0,0.0
24703,IT,2022,Copper compounds,2,0.0,0.0,0.0,2.0,0.066,0.0042
25022,IT,2023,Fenthion (sum),154,0.0,0.0,0.0,1.0,0.009,0.0
24937,IT,2023,Bixafen (sum),83,1.0,0.027,0.0,0.0,0.0,0.0
24993,IT,2023,Diniconazole (sum),58,1.0,0.006,0.0,0.0,0.0,0.0
24965,IT,2023,Copper compounds,4,0.0,0.0,0.0,2.0,0.046,0.0
25208,IT,2024,Chlorate,18,0.0,0.0,0.0,1.0,0.03,0.0
26389,MK,2024,Copper compounds,4,4.0,9.9625,4.0312,0.0,0.0,0.0
28038,NL,2021,Chlorate,20,0.0,0.0,0.0,1.0,0.033,0.0
28472,NL,2022,Bromide ion,20,19.0,2.5989,1.8585,0.0,0.0,0.0
28492,NL,2022,Chlorate,20,0.0,0.0,0.0,4.0,0.0162,0.0053
28862,NL,2024,BAC 12,77,2.0,0.775,0.8839,1.0,0.025,0.0
28863,NL,2024,BAC 14,77,1.0,0.24,0.0,2.0,0.0515,0.0233
28864,NL,2024,BAC 16,77,0.0,0.0,0.0,1.0,0.02,0.0
28867,NL,2024,Benzalkonium chloride,77,1.0,1.6,0.0,2.0,0.064,0.0057
28890,NL,2024,DDAC (mix),77,2.0,0.775,0.8839,1.0,0.03,0.0
29167,NO,2023,Copper compounds,2,0.0,0.0,0.0,2.0,0.0415,0.0177
29647,PL,2024,DDT (sum),139,1.0,2.0,0.0,0.0,0.0,0.0
30353,PT,2023,Chlorate,2,0.0,0.0,0.0,1.0,0.1,0.0
30652,RO,2011,Chlordane (sum),13,0.0,0.0,0.0,1.0,0.0018,0.0
30659,RO,2011,DDT (sum),13,0.0,0.0,0.0,8.0,0.001,0.0004
30670,RO,2011,HCH-alpha,13,0.0,0.0,0.0,2.0,0.0006,0.0
30671,RO,2011,HCH-beta,13,0.0,0.0,0.0,1.0,0.0013,0.0
30674,RO,2011,Hexachlorobenzene,13,0.0,0.0,0.0,1.0,0.0006,0.0
30673,RO,2011,Heptachlor (sum),11,0.0,0.0,0.0,1.0,0.0017,0.0
30699,RO,2012,DDT (sum),15,0.0,0.0,0.0,10.0,0.0011,0.0006
30708,RO,2012,HCH-alpha,15,0.0,0.0,0.0,5.0,0.0009,0.0007
30709,RO,2012,HCH-beta,15,0.0,0.0,0.0,1.0,0.0005,0.0
30710,RO,2012,Heptachlor (sum of isomers),10,0.0,0.0,0.0,4.0,0.0015,0.0004
30739,RO,2013,DDT (sum),27,0.0,0.0,0.0,5.0,0.0009,0.0002
30749,RO,2013,HCH-beta,27,0.0,0.0,0.0,1.0,0.0005,0.0
30779,RO,2014,DDT (sum),12,0.0,0.0,0.0,3.0,0.0012,0.0009
30782,RO,2014,Dieldrin (sum),12,0.0,0.0,0.0,1.0,0.0027,0.0
30789,RO,2014,HCH-alpha,12,0.0,0.0,0.0,3.0,0.0009,0.0006
30793,RO,2014,Hexachlorobenzene,12,0.0,0.0,0.0,1.0,0.0004,0.0
30791,RO,2014,Heptachlor (sum of isomers),10,0.0,0.0,0.0,1.0,0.001,0.0
30815,RO,2015,Chlordane (sum),18,0.0,0.0,0.0,6.0,0.0014,0.0004
30822,RO,2015,DDT (sum),18,0.0,0.0,0.0,8.0,0.0043,0.0039
30825,RO,2015,Dieldrin (sum),18,0.0,0.0,0.0,2.0,0.0026,0.0023
30832,RO,2015,HCH-alpha,18,0.0,0.0,0.0,4.0,0.0028,0.0005
30836,RO,2015,Hexachlorobenzene,18,0.0,0.0,0.0,3.0,0.0015,0.0009
30838,RO,2015,Lindane,18,0.0,0.0,0.0,1.0,0.0005,0.0
30834,RO,2015,Heptachlor (sum of isomers),16,0.0,0.0,0.0,1.0,0.001,0.0
30824,RO,2015,Diazinon,14,0.0,0.0,0.0,1.0,0.0004,0.0
30839,RO,2015,Malathion (sum),14,1.0,0.0006,0.0,0.0,0.0,0.0
30855,RO,2016,Chlordane (sum),25,0.0,0.0,0.0,6.0,0.001,0.0004
30862,RO,2016,DDT (sum),25,0.0,0.0,0.0,5.0,0.0011,0.0005
30873,RO,2016,HCH-alpha,25,0.0,0.0,0.0,3.0,0.0027,0.0005
30877,RO,2016,Hexachlorobenzene,25,0.0,0.0,0.0,4.0,0.0017,0.0007
30875,RO,2016,Heptachlor (sum of isomers),24,0.0,0.0,0.0,2.0,0.0017,0.0016
30904,RO,2017,HCH-alpha,1,0.0,0.0,0.0,1.0,0.002,0.0
30907,RO,2017,Hexachlorobenzene,1,0.0,0.0,0.0,1.0,0.002,0.0
30924,RO,2019,DDT (sum),7,0.0,0.0,0.0,1.0,0.002,0.0
32215,SK,2013,DDT (sum),15,0.0,0.0,0.0,13.0,0.0006,0.0004
32214,SK,2013,DDAC (mix),5,1.0,0.15,0.0,2.0,0.0375,0.0021
32284,SK,2016,DDT (sum),15,0.0,0.0,0.0,10.0,0.0005,0.0003
32298,SK,2016,Hexachlorobenzene,15,0.0,0.0,0.0,2.0,0.0002,0.0001
32328,SK,2019,DDT (sum),15,0.0,0.0,0.0,1.0,0.0005,0.0
