,origCountry,year,tag,num_samples,above_mrl_samples,above_mrl_mean,above_mrl_std,between_loq_and_mrl_samples,between_loq_and_mrl_mean,between_loq_and_mrl_std
37838,LV,2012,DDT (sum),9,0.0,0.0,0.0,1.0,0.002,0.0
37856,LV,2012,Hexachlorobenzene,9,0.0,0.0,0.0,1.0,0.001,0.0
38173,MK,2024,Copper compounds,4,4.0,9.9625,4.0312,0.0,0.0,0.0
39037,NL,2011,HCH-beta,3,1.0,0.031,0.0,0.0,0.0,0.0
39094,NL,2012,DDT (sum),33,0.0,0.0,0.0,1.0,0.0026,0.0
39160,NL,2012,Hexachlorobenzene,33,0.0,0.0,0.0,1.0,0.0015,0.0
39410,NL,2013,HCH-beta,34,1.0,0.0125,0.0,0.0,0.0,0.0
39291,NL,2013,Benzalkonium chloride,6,0.0,0.0,0.0,1.0,0.08,0.0
39554,NL,2014,Copper compounds,33,0.0,0.0,0.0,14.0,0.43,0.2105
39559,NL,2014,DDAC (mix),13,1.0,0.7,0.0,0.0,0.0,0.0
39726,NL,2015,DDT (sum),22,0.0,0.0,0.0,2.0,0.002,0.0006
39746,NL,2015,Dieldrin (sum),22,0.0,0.0,0.0,1.0,0.0008,0.0
39849,NL,2015,Hexachlorobenzene,21,0.0,0.0,0.0,3.0,0.0017,0.0001
39846,NL,2015,Heptachlor (sum of isomers),5,0.0,0.0,0.0,1.0,0.0005,0.0
40701,NL,2021,Chlorate,16,0.0,0.0,0.0,1.0,0.033,0.0
40724,NL,2021,Copper compounds,3,0.0,0.0,0.0,1.0,0.0459,0.0
40917,NL,2021,Mercury compounds,3,0.0,0.0,0.0,1.0,0.0017,0.0
41168,NL,2022,Chlorate,15,0.0,0.0,0.0,3.0,0.0153,0.0061
41144,NL,2022,Bromide ion,14,13.0,2.8985,2.1955,0.0,0.0,0.0
41655,NL,2024,BAC 12,77,2.0,0.775,0.8839,1.0,0.025,0.0
41656,NL,2024,BAC 14,77,1.0,0.24,0.0,2.0,0.0515,0.0233
41657,NL,2024,BAC 16,77,0.0,0.0,0.0,1.0,0.02,0.0
41660,NL,2024,Benzalkonium chloride,77,1.0,1.6,0.0,2.0,0.064,0.0057
41689,NL,2024,DDAC (mix),77,2.0,0.775,0.8839,1.0,0.03,0.0
42074,NO,2023,Copper compounds,2,0.0,0.0,0.0,2.0,0.0415,0.0177
42311,PL,2012,DDT (sum),104,0.0,0.0,0.0,3.0,0.0198,0.009
42331,PL,2012,Hexachlorobenzene,104,0.0,0.0,0.0,2.0,0.0015,0.0007
42378,PL,2013,DDAC (mix),1,0.0,0.0,0.0,1.0,0.036,0.0
42465,PL,2015,DDT (sum),51,0.0,0.0,0.0,4.0,0.0152,0.0058
42968,PL,2021,DDT (sum),42,0.0,0.0,0.0,1.0,0.0142,0.0011
42986,PL,2021,Mercury compounds,1,0.0,0.0,0.0,1.0,0.0008,0.0
43338,PL,2024,DDT (sum),142,1.0,2.0,0.0,0.0,0.0,0.0
43320,PL,2024,Chlorate,1,1.0,0.11,0.0,0.0,0.0,0.0
44095,PT,2023,Chlorate,2,0.0,0.0,0.0,1.0,0.1,0.0
44394,RO,2011,Chlordane (sum),13,0.0,0.0,0.0,1.0,0.0018,0.0
44401,RO,2011,DDT (sum),13,0.0,0.0,0.0,8.0,0.001,0.0004
44412,RO,2011,HCH-alpha,13,0.0,0.0,0.0,2.0,0.0006,0.0
44413,RO,2011,HCH-beta,13,0.0,0.0,0.0,1.0,0.0013,0.0
44416,RO,2011,Hexachlorobenzene,13,0.0,0.0,0.0,1.0,0.0006,0.0
44415,RO,2011,Heptachlor (sum),11,0.0,0.0,0.0,1.0,0.0017,0.0
44442,RO,2012,DDT (sum),31,0.0,0.0,0.0,10.0,0.0011,0.0006
44453,RO,2012,HCH-alpha,31,0.0,0.0,0.0,5.0,0.0009,0.0007
44454,RO,2012,HCH-beta,31,0.0,0.0,0.0,1.0,0.0005,0.0
44455,RO,2012,Heptachlor (sum of isomers),10,0.0,0.0,0.0,4.0,0.0015,0.0004
44485,RO,2013,DDT (sum),28,0.0,0.0,0.0,5.0,0.0009,0.0002
44495,RO,2013,HCH-beta,28,0.0,0.0,0.0,1.0,0.0005,0.0
44525,RO,2014,DDT (sum),12,0.0,0.0,0.0,3.0,0.0012,0.0009
44528,RO,2014,Dieldrin (sum),12,0.0,0.0,0.0,1.0,0.0027,0.0
44535,RO,2014,HCH-alpha,12,0.0,0.0,0.0,3.0,0.0009,0.0006
44539,RO,2014,Hexachlorobenzene,12,0.0,0.0,0.0,1.0,0.0004,0.0
44537,RO,2014,Heptachlor (sum of isomers),10,0.0,0.0,0.0,1.0,0.001,0.0
44561,RO,2015,Chlordane (sum),18,0.0,0.0,0.0,6.0,0.0014,0.0004
44568,RO,2015,DDT (sum),18,0.0,0.0,0.0,8.0,0.0043,0.0039
44571,RO,2015,Dieldrin (sum),18,0.0,0.0,0.0,2.0,0.0026,0.0023
44578,RO,2015,HCH-alpha,18,0.0,0.0,0.0,4.0,0.0028,0.0005
44582,RO,2015,Hexachlorobenzene,18,0.0,0.0,0.0,3.0,0.0015,0.0009
44584,RO,2015,Lindane,18,0.0,0.0,0.0,1.0,0.0005,0.0
44580,RO,2015,Heptachlor (sum of isomers),16,0.0,0.0,0.0,1.0,0.001,0.0
44570,RO,2015,Diazinon,14,0.0,0.0,0.0,1.0,0.0004,0.0
44585,RO,2015,Malathion (sum),14,1.0,0.0006,0.0,0.0,0.0,0.0
44601,RO,2016,Chlordane (sum),22,0.0,0.0,0.0,6.0,0.001,0.0004
44608,RO,2016,DDT (sum),22,0.0,0.0,0.0,5.0,0.0011,0.0005
44619,RO,2016,HCH-alpha,22,0.0,0.0,0.0,3.0,0.0027,0.0005
44623,RO,2016,Hexachlorobenzene,22,0.0,0.0,0.0,4.0,0.0017,0.0007
44621,RO,2016,Heptachlor (sum of isomers),21,0.0,0.0,0.0,2.0,0.0017,0.0016
44650,RO,2017,HCH-alpha,1,0.0,0.0,0.0,1.0,0.002,0.0
44653,RO,2017,Hexachlorobenzene,1,0.0,0.0,0.0,1.0,0.002,0.0
44670,RO,2019,DDT (sum),6,0.0,0.0,0.0,1.0,0.002,0.0
46199,SK,2012,DDT (sum),7,0.0,0.0,0.0,5.0,0.0125,0.0093
46259,SK,2013,DDT (sum),16,0.0,0.0,0.0,13.0,0.0006,0.0004
46258,SK,2013,DDAC (mix),3,1.0,0.15,0.0,1.0,0.039,0.0
46411,SK,2014,Famoxadone,6,0.0,0.0,0.0,1.0,0.0087,0.0
46575,SK,2015,DDT (sum),9,0.0,0.0,0.0,5.0,0.0109,0.0069
46607,SK,2016,DDT (sum),14,0.0,0.0,0.0,10.0,0.0005,0.0003
46621,SK,2016,Hexachlorobenzene,14,0.0,0.0,0.0,2.0,0.0002,0.0001
46945,SK,2019,DDT (sum),14,0.0,0.0,0.0,1.0,0.0005,0.0
