,origCountry,year,tag,num_samples,above_mrl_samples,above_mrl_mean,above_mrl_std,between_loq_and_mrl_samples,between_loq_and_mrl_mean,between_loq_and_mrl_std
26545,HU,2020,Carbendazim and thiophanate-methyl (sum),13,13.0,0.016,0.0,0.0,0.0,0.0
26546,HU,2020,Carbofuran (sum),13,13.0,0.001,0.0,0.0,0.0,0.0
26547,HU,2020,Carboxin,13,13.0,0.01,0.0,0.0,0.0,0.0
26548,HU,2020,Chlorantraniliprole,13,13.0,0.01,0.0,0.0,0.0,0.0
26549,HU,2020,Chlorbromuron,13,13.0,0.01,0.0,0.0,0.0,0.0
26550,HU,2020,Chlorfenvinphos,13,13.0,0.01,0.0,0.0,0.0,0.0
26551,HU,2020,Chlorfluazuron,13,13.0,0.01,0.0,0.0,0.0,0.0
26552,HU,2020,Chlorobenzilate,13,0.0,0.0,0.0,13.0,0.01,0.0
26553,HU,2020,Chlorothalonil (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
26554,HU,2020,Chlorotoluron (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
26555,HU,2020,Chlorpyrifos,13,0.0,0.0,0.0,13.0,0.005,0.0
26556,HU,2020,Chlorpyrifos-methyl,13,0.0,0.0,0.0,13.0,0.005,0.0
26557,HU,2020,Cinidon-ethyl (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
26558,HU,2020,Clofentezine (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
26559,HU,2020,Clomazone (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
26560,HU,2020,Coumaphos,13,13.0,0.01,0.0,0.0,0.0,0.0
26561,HU,2020,Cyanazine,13,13.0,0.01,0.0,0.0,0.0,0.0
26562,HU,2020,Cyazofamid,13,13.0,0.01,0.0,0.0,0.0,0.0
26563,HU,2020,Cycloate,13,13.0,0.01,0.0,0.0,0.0,0.0
26564,HU,2020,Cycloxydim (sum),13,13.0,0.022,0.0122,0.0,0.0,0.0
26565,HU,2020,Cyfluthrin (sum),13,0.0,0.0,0.0,13.0,0.01,0.0
26566,HU,2020,Cymoxanil,13,13.0,0.01,0.0,0.0,0.0,0.0
26567,HU,2020,Cypermethrin (sum),13,0.0,0.0,0.0,13.0,0.01,0.0
26568,HU,2020,Cyproconazole (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
26569,HU,2020,Cyprodinil (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
26570,HU,2020,DDT (sum),13,0.0,0.0,0.0,13.0,0.0102,0.0082
26571,HU,2020,Deltamethrin,13,0.0,0.0,0.0,13.0,0.02,0.0
26572,HU,2020,Desmedipham,13,13.0,0.01,0.0,0.0,0.0,0.0
26573,HU,2020,Diazinon,13,0.0,0.0,0.0,13.0,0.01,0.0
26574,HU,2020,Dichlofluanid and DMSA (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
26575,HU,2020,Dichlorvos,13,13.0,0.01,0.0,0.0,0.0,0.0
26576,HU,2020,Diclobutrazol,13,13.0,0.01,0.0,0.0,0.0,0.0
26577,HU,2020,Dicloran,13,13.0,0.01,0.0,0.0,0.0,0.0
26578,HU,2020,Dicofol (sum),13,13.0,0.0133,0.0048,0.0,0.0,0.0
26579,HU,2020,Dieldrin (sum),13,0.0,0.0,0.0,13.0,0.0027,0.001
26580,HU,2020,Diethofencarb,13,13.0,0.01,0.0,0.0,0.0,0.0
26581,HU,2020,Difenoconazole,13,13.0,0.005,0.0,0.0,0.0,0.0
26582,HU,2020,Diflubenzuron (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
26583,HU,2020,Diflufenican,13,13.0,0.01,0.0,0.0,0.0,0.0
26584,HU,2020,Dimethachlor,13,13.0,0.01,0.0,0.0,0.0,0.0
26585,HU,2020,Dimethenamid (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
26587,HU,2020,Dimethomorph (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
26588,HU,2020,Dimoxystrobin (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
26589,HU,2020,Diniconazole (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
26590,HU,2020,Diphenylamine,13,0.0,0.0,0.0,13.0,0.01,0.0
26591,HU,2020,Disulfoton (sum),13,13.0,0.0045,0.0026,0.0,0.0,0.0
26592,HU,2020,Ditalimfos,13,13.0,0.01,0.0,0.0,0.0,0.0
26593,HU,2020,Diuron,13,13.0,0.01,0.0,0.0,0.0,0.0
26594,HU,2020,Dodine,13,13.0,0.01,0.0,0.0,0.0,0.0
26595,HU,2020,EPN,13,13.0,0.0094,0.0022,0.0,0.0,0.0
26596,HU,2020,Emamectin (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
26597,HU,2020,Endosulfan (sum),13,0.0,0.0,0.0,13.0,0.0075,0.0044
26598,HU,2020,Endrin,13,4.0,0.005,0.0,9.0,0.0008,0.0
26599,HU,2020,Endrin ketone,13,13.0,0.005,0.0,0.0,0.0,0.0
26600,HU,2020,Epoxiconazole,13,13.0,0.002,0.0,0.0,0.0,0.0
26601,HU,2020,Ethiofencarb,13,13.0,0.01,0.0,0.0,0.0,0.0
26602,HU,2020,Ethiofencarb-Sulfon,13,13.0,0.01,0.0,0.0,0.0,0.0
26603,HU,2020,Ethiofencarb-Sulfoxid,13,13.0,0.01,0.0,0.0,0.0,0.0
26604,HU,2020,Ethion,13,13.0,0.01,0.0,0.0,0.0,0.0
26605,HU,2020,Ethirimol,13,13.0,0.01,0.0,0.0,0.0,0.0
26606,HU,2020,Ethoprophos,13,13.0,0.01,0.0,0.0,0.0,0.0
26607,HU,2020,Etofenprox,13,0.0,0.0,0.0,13.0,0.01,0.0
26608,HU,2020,Etoxazole,13,13.0,0.01,0.0,0.0,0.0,0.0
26609,HU,2020,Etrimfos,13,13.0,0.01,0.0,0.0,0.0,0.0
26610,HU,2020,Famoxadone,13,0.0,0.0,0.0,13.0,0.01,0.0
26611,HU,2020,Fenamidone,13,13.0,0.01,0.0,0.0,0.0,0.0
26612,HU,2020,Fenarimol,13,13.0,0.01,0.0,0.0,0.0,0.0
26613,HU,2020,Fenazaquin,13,13.0,0.01,0.0,0.0,0.0,0.0
26614,HU,2020,Fenbuconazole (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
26615,HU,2020,Fenhexamid,13,13.0,0.01,0.0,0.0,0.0,0.0
26616,HU,2020,Fenitrothion,13,13.0,0.01,0.0,0.0,0.0,0.0
26617,HU,2020,Fenoxycarb,13,13.0,0.01,0.0,0.0,0.0,0.0
26618,HU,2020,Fenpropathrin,13,13.0,0.01,0.0,0.0,0.0,0.0
26619,HU,2020,Fenpropimorph (sum),13,0.0,0.0,0.0,13.0,0.01,0.0
26620,HU,2020,Fenpyrazamine,13,13.0,0.01,0.0,0.0,0.0,0.0
26621,HU,2020,Fenpyroximate,13,13.0,0.01,0.0,0.0,0.0,0.0
26622,HU,2020,Fenthion (sum),13,13.0,0.002,0.0,13.0,0.0027,0.0029
26623,HU,2020,Fenvalerate/Esfenvalerate (sum),13,0.0,0.0,0.0,13.0,0.01,0.0
26624,HU,2020,Fipronil (sum),13,1.0,0.01,0.0,13.0,0.003,0.0012
26625,HU,2020,Fluazinam,13,13.0,0.01,0.0,0.0,0.0,0.0
26626,HU,2020,Flubendiamide (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
26627,HU,2020,Fludioxonil (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
26628,HU,2020,Flufenacet (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
26629,HU,2020,Flufenoxuron,13,13.0,0.01,0.0,0.0,0.0,0.0
26630,HU,2020,Flumethrin,13,13.0,0.01,0.0,0.0,0.0,0.0
26631,HU,2020,Flumioxazin,13,13.0,0.01,0.0,0.0,0.0,0.0
26632,HU,2020,Fluometuron,13,13.0,0.01,0.0,0.0,0.0,0.0
26633,HU,2020,Fluopicolide,13,13.0,0.01,0.0,0.0,0.0,0.0
26634,HU,2020,Fluopyram (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
26635,HU,2020,Fluoxastrobin (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
26636,HU,2020,Fluquinconazole,13,0.0,0.0,0.0,13.0,0.01,0.0
26637,HU,2020,Flurochloridone (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
26638,HU,2020,Flusilazole (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
26639,HU,2020,Flutolanil (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
26640,HU,2020,Flutriafol,13,13.0,0.01,0.0,0.0,0.0,0.0
26641,HU,2020,Fluvalinate (sum),13,0.0,0.0,0.0,13.0,0.01,0.0
26642,HU,2020,Fluxapyroxad,13,13.0,0.01,0.0,0.0,0.0,0.0
26643,HU,2020,Folpet (sum),13,13.0,0.02,0.0,0.0,0.0,0.0
26644,HU,2020,Fomesafen,13,13.0,0.01,0.0,0.0,0.0,0.0
26645,HU,2020,Fonofos,13,13.0,0.01,0.0,0.0,0.0,0.0
26646,HU,2020,Formothion,13,13.0,0.01,0.0,0.0,0.0,0.0
26647,HU,2020,Fosthiazate,13,13.0,0.01,0.0,0.0,0.0,0.0
26648,HU,2020,Fuberidazole,13,13.0,0.01,0.0,0.0,0.0,0.0
26649,HU,2020,HCH-alpha,13,0.0,0.0,0.0,13.0,0.005,0.0
26650,HU,2020,HCH-beta,13,0.0,0.0,0.0,13.0,0.005,0.0
26651,HU,2020,Heptachlor (sum),13,7.0,0.01,0.0052,6.0,0.002,0.001
26652,HU,2020,Heptenophos,13,13.0,0.01,0.0,0.0,0.0,0.0
26653,HU,2020,Hexachlorobenzene,13,0.0,0.0,0.0,13.0,0.005,0.0
26654,HU,2020,Hexaconazole,13,13.0,0.01,0.0,0.0,0.0,0.0
26655,HU,2020,Hexaflumuron,13,13.0,0.01,0.0,0.0,0.0,0.0
26656,HU,2020,Hexazinone,13,13.0,0.01,0.0,0.0,0.0,0.0
26657,HU,2020,Hexythiazox (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
26658,HU,2020,Imazalil (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
26659,HU,2020,Imidacloprid,13,13.0,0.01,0.0,0.0,0.0,0.0
26660,HU,2020,Indoxacarb (sum),13,0.0,0.0,0.0,13.0,0.01,0.0
26661,HU,2020,Ipconazole,13,13.0,0.01,0.0,0.0,0.0,0.0
26662,HU,2020,Iprovalicarb,13,13.0,0.01,0.0,0.0,0.0,0.0
26663,HU,2020,Isocarbophos,13,13.0,0.01,0.0,0.0,0.0,0.0
26664,HU,2020,Isodrin,13,13.0,0.01,0.0,0.0,0.0,0.0
26665,HU,2020,Isofenphos,13,13.0,0.01,0.0,0.0,0.0,0.0
26666,HU,2020,Isofenphos-methyl,13,13.0,0.01,0.0,0.0,0.0,0.0
26667,HU,2020,Isoprocarb,13,13.0,0.01,0.0,0.0,0.0,0.0
26668,HU,2020,Isoprothiolane,13,13.0,0.01,0.0,0.0,0.0,0.0
26669,HU,2020,Isoproturon,13,13.0,0.01,0.0,0.0,0.0,0.0
26670,HU,2020,Isopyrazam (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
26671,HU,2020,Isoxadifen-ethyl,13,13.0,0.01,0.0,0.0,0.0,0.0
26673,HU,2020,Kresoxim methyl (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
26674,HU,2020,Lambda-cyhalothrin (sum),13,0.0,0.0,0.0,13.0,0.01,0.0
26675,HU,2020,Lenacil,13,13.0,0.01,0.0,0.0,0.0,0.0
26676,HU,2020,Lindane,13,0.0,0.0,0.0,13.0,0.005,0.0
26677,HU,2020,Linuron,13,13.0,0.01,0.0,0.0,0.0,0.0
26678,HU,2020,Lufenuron (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
26679,HU,2020,Malathion (sum),13,13.0,0.0067,0.0024,0.0,0.0,0.0
26680,HU,2020,Mandipropamid (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
26681,HU,2020,Mecarbam,13,13.0,0.01,0.0,0.0,0.0,0.0
26682,HU,2020,Mepronil,13,13.0,0.01,0.0,0.0,0.0,0.0
26683,HU,2020,Metaflumizone (sum),13,0.0,0.0,0.0,13.0,0.01,0.0
26684,HU,2020,Metalaxyl and metalaxyl-M (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
26685,HU,2020,Metaldehyde,13,13.0,0.01,0.0,0.0,0.0,0.0
26686,HU,2020,Metamitron,13,13.0,0.01,0.0,0.0,0.0,0.0
26687,HU,2020,Metazachlor (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
26688,HU,2020,Metconazole (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
26689,HU,2020,Methacrifos,13,13.0,0.01,0.0,0.0,0.0,0.0
26690,HU,2020,Methamidophos,13,13.0,0.01,0.0,0.0,0.0,0.0
26691,HU,2020,Methidathion,13,0.0,0.0,0.0,13.0,0.01,0.0
26692,HU,2020,Methiocarb (sum),13,13.0,0.0145,0.0079,0.0,0.0,0.0
26693,HU,2020,Methomyl and Thiodicarb (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
26694,HU,2020,Methoxychlor,13,0.0,0.0,0.0,13.0,0.005,0.0
26695,HU,2020,Methoxyfenozide,13,13.0,0.01,0.0,0.0,0.0,0.0
26696,HU,2020,Metobromuron,13,13.0,0.01,0.0,0.0,0.0,0.0
26697,HU,2020,Metolachlor and S-metolachlor (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
26698,HU,2020,Metoxuron,13,13.0,0.01,0.0,0.0,0.0,0.0
26699,HU,2020,Metrafenone,13,13.0,0.01,0.0,0.0,0.0,0.0
26700,HU,2020,Metribuzin,13,13.0,0.01,0.0,13.0,0.01,0.0
26701,HU,2020,Mevinphos (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
26702,HU,2020,Molinate,13,13.0,0.01,0.0,0.0,0.0,0.0
26703,HU,2020,Monocrotophos,13,13.0,0.01,0.0,0.0,0.0,0.0
26704,HU,2020,Monolinuron,13,13.0,0.01,0.0,0.0,0.0,0.0
26705,HU,2020,Myclobutanil (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
26706,HU,2020,"N, N-Diethyl-meta-toluamide (DEET)",13,13.0,0.01,0.0,0.0,0.0,0.0
26707,HU,2020,Napropamide (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
26708,HU,2020,Nitenpyram,13,13.0,0.01,0.0,0.0,0.0,0.0
26709,HU,2020,Nitrofen,13,13.0,0.01,0.0,0.0,0.0,0.0
26710,HU,2020,Novaluron (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
26711,HU,2020,Nuarimol,13,13.0,0.01,0.0,0.0,0.0,0.0
26712,HU,2020,Ofurace,13,13.0,0.01,0.0,0.0,0.0,0.0
26713,HU,2020,Oxadiazon,13,13.0,0.01,0.0,0.0,0.0,0.0
26714,HU,2020,Oxadixyl,13,13.0,0.01,0.0,0.0,0.0,0.0
26715,HU,2020,Oxamyl,13,13.0,0.01,0.0,0.0,0.0,0.0
26716,HU,2020,Oxycarboxin,13,13.0,0.01,0.0,0.0,0.0,0.0
26717,HU,2020,Oxydemeton-methyl (sum),13,13.0,0.0096,0.0047,0.0,0.0,0.0
26718,HU,2020,Oxyfluorfen,13,13.0,0.01,0.0,0.0,0.0,0.0
26719,HU,2020,Paclobutrazol (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
26720,HU,2020,Parathion,13,0.0,0.0,0.0,13.0,0.01,0.0
26721,HU,2020,Parathion-methyl (sum),13,13.0,0.005,0.0,13.0,0.0075,0.0025
26722,HU,2020,Penconazole (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
26723,HU,2020,Pencycuron,13,13.0,0.01,0.0,0.0,0.0,0.0
26724,HU,2020,Pendimethalin,13,0.0,0.0,0.0,13.0,0.01,0.0
26725,HU,2020,Penflufen (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
26726,HU,2020,Penthiopyrad,13,13.0,0.01,0.0,0.0,0.0,0.0
26727,HU,2020,Permethrin (sum),13,0.0,0.0,0.0,13.0,0.01,0.0
26728,HU,2020,Pethoxamid,13,13.0,0.01,0.0,0.0,0.0,0.0
26729,HU,2020,Phenmedipham,13,13.0,0.01,0.0,0.0,0.0,0.0
26730,HU,2020,Phenthoate,13,13.0,0.01,0.0,0.0,0.0,0.0
26731,HU,2020,Phosalone,13,13.0,0.01,0.0,0.0,0.0,0.0
26732,HU,2020,Phosmet (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
26733,HU,2020,Phosphamidon,13,13.0,0.01,0.0,0.0,0.0,0.0
26734,HU,2020,Phoxim,13,13.0,0.01,0.0,0.0,0.0,0.0
26735,HU,2020,Phthalimide,13,13.0,0.01,0.0,0.0,0.0,0.0
26736,HU,2020,Picolinafen,13,13.0,0.01,0.0,0.0,0.0,0.0
26737,HU,2020,Picoxystrobin,13,13.0,0.01,0.0,0.0,0.0,0.0
26738,HU,2020,Piperonyl Butoxide,13,13.0,0.01,0.0,0.0,0.0,0.0
26739,HU,2020,Pirimicarb (sum),13,13.0,0.0137,0.0053,0.0,0.0,0.0
26740,HU,2020,Pirimiphos-Ethyl,13,13.0,0.01,0.0,0.0,0.0,0.0
26741,HU,2020,Pirimiphos-methyl (sum),13,0.0,0.0,0.0,13.0,0.01,0.0
26742,HU,2020,Prochloraz (sum),13,0.0,0.0,0.0,13.0,0.01,0.0
26743,HU,2020,Profenofos,13,0.0,0.0,0.0,13.0,0.01,0.0
26744,HU,2020,Prometryn,13,13.0,0.01,0.0,0.0,0.0,0.0
26745,HU,2020,Propachlor (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
26746,HU,2020,Propamocarb (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
26747,HU,2020,Propaquizafop,13,13.0,0.01,0.0,0.0,0.0,0.0
26748,HU,2020,Propargite,13,13.0,0.01,0.0,0.0,0.0,0.0
26749,HU,2020,Propazine,13,13.0,0.01,0.0,0.0,0.0,0.0
26750,HU,2020,Propetamphos,13,13.0,0.01,0.0,0.0,0.0,0.0
26751,HU,2020,Propham,13,13.0,0.01,0.0,0.0,0.0,0.0
26752,HU,2020,Propiconazole (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
26753,HU,2020,Propisochlor,13,13.0,0.01,0.0,0.0,0.0,0.0
26754,HU,2020,Propoxur,13,13.0,0.01,0.0,0.0,0.0,0.0
26755,HU,2020,Propyzamide (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
26756,HU,2020,Prosulfocarb,13,13.0,0.01,0.0,0.0,0.0,0.0
26757,HU,2020,Prosulfuron,13,13.0,0.01,0.0,0.0,0.0,0.0
26758,HU,2020,Prothioconazole (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
26759,HU,2020,Prothiofos,13,13.0,0.01,0.0,0.0,0.0,0.0
26760,HU,2020,Pymetrozine (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
26761,HU,2020,Pyraclostrobin,13,13.0,0.01,0.0,0.0,0.0,0.0
26762,HU,2020,Pyrazophos,13,0.0,0.0,0.0,13.0,0.01,0.0
26763,HU,2020,Pyrethrins,13,13.0,0.01,0.0,0.0,0.0,0.0
26764,HU,2020,Pyridaben,13,13.0,0.01,0.0,0.0,0.0,0.0
26765,HU,2020,Pyridalyl,13,13.0,0.01,0.0,0.0,0.0,0.0
26766,HU,2020,Pyridaphenthion,13,13.0,0.01,0.0,0.0,0.0,0.0
26767,HU,2020,Pyrifenox,13,13.0,0.01,0.0,0.0,0.0,0.0
26768,HU,2020,Pyrimethanil (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
26769,HU,2020,Pyriofenone,13,13.0,0.01,0.0,0.0,0.0,0.0
26770,HU,2020,Pyriproxyfen,13,13.0,0.01,0.0,0.0,0.0,0.0
26771,HU,2020,Quinalphos,13,13.0,0.01,0.0,0.0,0.0,0.0
26772,HU,2020,Quinoclamine,13,13.0,0.01,0.0,0.0,0.0,0.0
26773,HU,2020,Quinoxyfen,13,13.0,0.01,0.0,0.0,0.0,0.0
26774,HU,2020,Quintozene (sum),13,13.0,0.0116,0.0069,13.0,0.0082,0.0024
26775,HU,2020,Rotenone,13,13.0,0.01,0.0,0.0,0.0,0.0
26776,HU,2020,Secbumeton,13,13.0,0.01,0.0,0.0,0.0,0.0
26777,HU,2020,Silthiofam,13,13.0,0.01,0.0,0.0,0.0,0.0
26778,HU,2020,Simazine,13,13.0,0.01,0.0,0.0,0.0,0.0
26779,HU,2020,Simetryn,13,13.0,0.01,0.0,0.0,0.0,0.0
26780,HU,2020,Spinetoram (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
26781,HU,2020,Spinosad (sum),13,13.0,0.0133,0.0048,0.0,0.0,0.0
26782,HU,2020,Spirodiclofen,13,13.0,0.004,0.0,0.0,0.0,0.0
26783,HU,2020,Spiromesifen,13,13.0,0.01,0.0,0.0,0.0,0.0
26784,HU,2020,Spiroxamine (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
26785,HU,2020,Sulfotep,13,13.0,0.01,0.0,0.0,0.0,0.0
26786,HU,2020,Sulfoxaflor (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
26787,HU,2020,Tebuconazole (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
26788,HU,2020,Tebufenozide,13,13.0,0.01,0.0,0.0,0.0,0.0
26789,HU,2020,Tebufenpyrad,13,13.0,0.01,0.0,0.0,0.0,0.0
26790,HU,2020,Teflubenzuron,13,13.0,0.01,0.0,0.0,0.0,0.0
26791,HU,2020,Tefluthrin (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
26792,HU,2020,Terbacil,13,13.0,0.01,0.0,0.0,0.0,0.0
26793,HU,2020,Terbufos (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
26794,HU,2020,Terbumeton,13,13.0,0.01,0.0,0.0,0.0,0.0
26795,HU,2020,Terbuthylazine,13,13.0,0.01,0.0,0.0,0.0,0.0
26796,HU,2020,Terbutryn,13,13.0,0.01,0.0,0.0,0.0,0.0
26797,HU,2020,Tetrachlorvinphos,13,13.0,0.01,0.0,0.0,0.0,0.0
26798,HU,2020,Tetraconazole (sum),13,0.0,0.0,0.0,13.0,0.01,0.0
26799,HU,2020,Tetradifon,13,13.0,0.01,0.0,0.0,0.0,0.0
26800,HU,2020,Tetramethrin,13,13.0,0.01,0.0,0.0,0.0,0.0
26801,HU,2020,Thiacloprid,13,13.0,0.01,0.0,0.0,0.0,0.0
26802,HU,2020,Thiamethoxam (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
26803,HU,2020,Thiencarbazone-methyl,13,13.0,0.01,0.0,0.0,0.0,0.0
26805,HU,2020,Tolclofos-methyl,13,13.0,0.01,0.0,0.0,0.0,0.0
26806,HU,2020,Tolylfluanid (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
26807,HU,2020,Tri-allate,13,13.0,0.01,0.0,0.0,0.0,0.0
26808,HU,2020,Triadimenol (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
26809,HU,2020,Triazophos,13,0.0,0.0,0.0,13.0,0.01,0.0
26810,HU,2020,Trichlorfon,13,13.0,0.01,0.0,0.0,0.0,0.0
26811,HU,2020,"Trichlorophenol, 2,4,6-",13,13.0,0.01,0.0,0.0,0.0,0.0
26812,HU,2020,Tricyclazole,13,13.0,0.01,0.0,0.0,0.0,0.0
26813,HU,2020,Trifloxystrobin (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
26814,HU,2020,Triflumuron,13,13.0,0.01,0.0,0.0,0.0,0.0
26815,HU,2020,Trifluralin,13,13.0,0.01,0.0,0.0,0.0,0.0
26816,HU,2020,Triforine,13,13.0,0.01,0.0,0.0,0.0,0.0
26817,HU,2020,Triticonazole,13,13.0,0.01,0.0,0.0,0.0,0.0
26818,HU,2020,Valifenalate,13,13.0,0.01,0.0,0.0,0.0,0.0
26819,HU,2020,Vamidothion (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
26820,HU,2020,Vinclozolin,13,13.0,0.01,0.0,0.0,0.0,0.0
26821,HU,2020,Vinclozolin (sum),13,13.0,0.01,0.0,0.0,0.0,0.0
26822,HU,2020,Zoxamide,13,13.0,0.01,0.0,0.0,0.0,0.0
26804,HU,2020,Thiometon,12,12.0,0.01,0.0,0.0,0.0,0.0
26520,HU,2020,Azamethiphos,1,1.0,0.01,0.0,0.0,0.0,0.0
26586,HU,2020,Dimethoate (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
26672,HU,2020,Isoxaflutole (sum),1,1.0,0.01,0.0,0.0,0.0,0.0
26823,HU,2021,Abamectin (sum),6,6.0,0.01,0.0,0.0,0.0,0.0
26824,HU,2021,Acephate,6,6.0,0.01,0.0,0.0,0.0,0.0
26825,HU,2021,Acetochlor,6,6.0,0.01,0.0,0.0,0.0,0.0
26826,HU,2021,Aclonifen,6,6.0,0.01,0.0,0.0,0.0,0.0
26827,HU,2021,Alachlor,6,6.0,0.01,0.0,0.0,0.0,0.0
26828,HU,2021,Aldicarb (sum),6,6.0,0.0053,0.0054,0.0,0.0,0.0
26829,HU,2021,Ametoctradin (sum),6,6.0,0.01,0.0,0.0,0.0,0.0
26830,HU,2021,Ametryn,6,6.0,0.01,0.0,0.0,0.0,0.0
26831,HU,2021,Amitraz (sum),6,6.0,0.0046,0.0037,0.0,0.0,0.0
26832,HU,2021,Atrazine,6,6.0,0.01,0.0,0.0,0.0,0.0
26834,HU,2021,Azinphos-ethyl,6,0.0,0.0,0.0,6.0,0.01,0.0
26835,HU,2021,Azinphos-methyl,6,0.0,0.0,0.0,6.0,0.01,0.0
26836,HU,2021,Aziprotryne,6,6.0,0.01,0.0,0.0,0.0,0.0
26837,HU,2021,Azoxystrobin,6,6.0,0.01,0.0,0.0,0.0,0.0
26838,HU,2021,Benalaxyl (sum),6,6.0,0.01,0.0,0.0,0.0,0.0
26839,HU,2021,Bifenox,6,6.0,0.01,0.0,0.0,0.0,0.0
26840,HU,2021,Bioresmethrin,6,6.0,0.01,0.0,0.0,0.0,0.0
26841,HU,2021,Biphenyl,6,6.0,0.01,0.0,0.0,0.0,0.0
26842,HU,2021,Bitertanol (sum),6,6.0,0.01,0.0,0.0,0.0,0.0
26843,HU,2021,Bixafen (sum),6,6.0,0.01,0.0,0.0,0.0,0.0
26844,HU,2021,Boscalid (sum),6,0.0,0.0,0.0,6.0,0.01,0.0
26845,HU,2021,Bromfenvinfos,6,6.0,0.01,0.0,0.0,0.0,0.0
26846,HU,2021,Bromophos,6,6.0,0.01,0.0,0.0,0.0,0.0
26847,HU,2021,Bromophos-ethyl,6,6.0,0.01,0.0,0.0,0.0,0.0
26848,HU,2021,Bromopropylate,6,6.0,0.01,0.0,0.0,0.0,0.0
26849,HU,2021,Bromuconazole (sum),6,6.0,0.01,0.0,0.0,0.0,0.0
26850,HU,2021,Buprofezin,6,6.0,0.01,0.0,0.0,0.0,0.0
26851,HU,2021,Butylate,6,6.0,0.01,0.0,0.0,0.0,0.0
26852,HU,2021,Cadusafos,6,6.0,0.01,0.0,0.0,0.0,0.0
26853,HU,2021,Carbaryl,6,6.0,0.01,0.0,0.0,0.0,0.0
26854,HU,2021,Carbendazim and benomyl (sum),6,6.0,0.01,0.0,4.0,0.01,0.0
26855,HU,2021,Carbendazim and thiophanate-methyl (sum),6,6.0,0.016,0.0,0.0,0.0,0.0
26856,HU,2021,Carbofuran (sum),6,6.0,0.001,0.0,0.0,0.0,0.0
26857,HU,2021,Carboxin,6,6.0,0.01,0.0,0.0,0.0,0.0
26858,HU,2021,Chlorantraniliprole,6,6.0,0.01,0.0,0.0,0.0,0.0
26859,HU,2021,Chlorbromuron,6,6.0,0.01,0.0,0.0,0.0,0.0
